2024-07-16 10:57:45.834550;8;H=69;T=35;Hs=67.40293;sp=20;sf=12;lost_time=0;rx_timestamp=2119563110; rssi=-93; snr=9.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;63;H=64;T=29;Hs=58.85287;sp=20;sf=7;lost_time=0;rx_timestamp=1461477215; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;64;H=64;T=29;Hs=58.85287;sp=20;sf=12;lost_time=0;rx_timestamp=1763834883; rssi=-92; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;65;H=74;T=27;Hs=56.92911;sp=2;sf=7;lost_time=0;rx_timestamp=2062843920; rssi=-105; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;66;H=74;T=27;Hs=56.92911;sp=2;sf=12;lost_time=0;rx_timestamp=2365204944; rssi=-108; snr=5.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;67;H=74;T=27;Hs=56.92911;sp=20;sf=7;lost_time=0;rx_timestamp=2663090831; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;68;H=74;T=27;Hs=56.92911;sp=20;sf=12;lost_time=0;rx_timestamp=2965450917; rssi=-92; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;69;H=77;T=27;Hs=56.85785;sp=2;sf=7;lost_time=0;rx_timestamp=3264398332; rssi=-106; snr=4.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;70;H=77;T=27;Hs=56.85785;sp=2;sf=12;lost_time=0;rx_timestamp=3566756287; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;71;H=77;T=27;Hs=56.85785;sp=20;sf=7;lost_time=0;rx_timestamp=3864645129; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;72;H=77;T=27;Hs=56.85785;sp=20;sf=12;lost_time=0;rx_timestamp=4167004761; rssi=-93; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;73;H=78;T=27;Hs=58.99537;sp=2;sf=7;lost_time=0;rx_timestamp=170983300; rssi=-105; snr=5.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;74;H=78;T=27;Hs=58.99537;sp=2;sf=12;lost_time=0;rx_timestamp=473342596; rssi=-106; snr=6.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;75;H=78;T=27;Hs=58.99537;sp=20;sf=7;lost_time=0;rx_timestamp=771227505; rssi=-89; snr=6.0; sfrx=7; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
